LOAN_STATUS,STATUS,FUNDED_AMOUNT,LOAN_AMOUNT,BORROWER_HDI,GDP_2017,LENDER_TERM,NUM_LENDERS_TOTAL,LEAD_IS_FEMALE,DEFAULT_RATE,LOANS_POSTED,PORTFOLIO_YIELD,PROFITABILITY,PARTNER_RATING,TOTAL_AMOUNT_RAISED_BY_PARTNER
funded,1,2550,2550,0.757,3880.738731,13,61,0,5.231950503,4969,21,0.8,0,6533700
funded,1,2550,2550,0.757,3880.738731,26,100,1,5.231950503,4969,21,0.8,0,6533700
funded,1,2300,2300,0.757,3880.738731,20,81,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,20,64,1,5.231950503,4969,21,0.8,0,6533700
funded,1,2575,2575,0.757,3880.738731,20,92,1,5.231950503,4969,21,0.8,0,6533700
expired,0,725,2575,0.757,3880.738731,20,23,0,5.231950503,4969,21,0.8,0,6533700
expired,0,950,2175,0.757,3880.738731,20,32,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1300,2550,0.757,3880.738731,20,12,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1750,2425,0.757,3880.738731,20,32,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1100,2300,0.757,3880.738731,14,18,1,5.231950503,4969,21,0.8,0,6533700
expired,0,1575,2550,0.757,3880.738731,20,10,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1450,2425,0.757,3880.738731,20,20,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1775,2550,0.757,3880.738731,20,31,1,5.231950503,4969,21,0.8,0,6533700
expired,0,1450,1925,0.757,3880.738731,17,33,0,5.231950503,4969,21,0.8,0,6533700
expired,0,2000,2550,0.757,3880.738731,20,40,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1075,2300,0.757,3880.738731,20,29,0,5.231950503,4969,21,0.8,0,6533700
expired,0,2200,2550,0.757,3880.738731,20,46,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1150,2425,0.757,3880.738731,17,32,1,5.231950503,4969,21,0.8,0,6533700
expired,0,1650,2300,0.757,3880.738731,20,24,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1625,2575,0.757,3880.738731,20,60,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1525,2425,0.757,3880.738731,14,36,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1075,2550,0.757,3880.738731,20,35,0,5.231950503,4969,21,0.8,0,6533700
expired,0,900,2300,0.757,3880.738731,20,20,0,5.231950503,4969,21,0.8,0,6533700
expired,0,2050,2550,0.757,3880.738731,20,26,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1825,2550,0.757,3880.738731,20,29,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1100,2425,0.757,3880.738731,17,42,1,5.231950503,4969,21,0.8,0,6533700
expired,0,1300,2300,0.757,3880.738731,17,25,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1700,2300,0.757,3880.738731,17,41,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1875,2550,0.757,3880.738731,20,29,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1100,2550,0.757,3880.738731,20,17,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1975,2425,0.757,3880.738731,17,25,0,5.231950503,4969,21,0.8,0,6533700
funded,1,900,900,0.757,3880.738731,14,34,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1425,1425,0.757,3880.738731,20,15,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,17,57,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,19,69,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,26,62,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,20,67,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,26,69,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,20,69,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,20,60,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1550,1550,0.757,3880.738731,20,21,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1300,1300,0.757,3880.738731,17,25,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,20,37,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1550,1550,0.757,3880.738731,20,50,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1550,1550,0.757,3880.738731,17,59,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1550,1550,0.757,3880.738731,17,53,0,5.231950503,4969,21,0.8,0,6533700
funded,1,575,575,0.757,3880.738731,14,22,1,5.231950503,4969,21,0.8,0,6533700
funded,1,2550,2550,0.757,3880.738731,20,85,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1550,1550,0.757,3880.738731,20,58,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,20,61,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1425,1425,0.757,3880.738731,17,44,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1550,1550,0.757,3880.738731,17,56,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1425,1425,0.757,3880.738731,20,25,0,5.231950503,4969,21,0.8,0,6533700
funded,1,775,775,0.757,3880.738731,14,25,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,20,50,1,5.231950503,4969,21,0.8,0,6533700
expired,0,925,1550,0.757,3880.738731,17,17,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1425,1925,0.757,3880.738731,20,38,1,5.231950503,4969,21,0.8,0,6533700
expired,0,525,1550,0.757,3880.738731,20,10,0,5.231950503,4969,21,0.8,0,6533700
expired,0,400,1925,0.757,3880.738731,20,16,1,5.231950503,4969,21,0.8,0,6533700
expired,0,1000,1925,0.757,3880.738731,20,23,1,5.231950503,4969,21,0.8,0,6533700
expired,0,500,1925,0.757,3880.738731,17,16,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1150,1150,0.757,3880.738731,20,45,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1825,1825,0.757,3880.738731,20,60,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1050,1050,0.757,3880.738731,13,39,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1300,1300,0.757,3880.738731,14,48,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1825,1825,0.757,3880.738731,20,69,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1450,1450,0.757,3880.738731,17,49,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1925,1925,0.757,3880.738731,20,70,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1425,1425,0.757,3880.738731,19,50,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1150,1150,0.757,3880.738731,20,19,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1150,1150,0.757,3880.738731,14,41,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1150,1150,0.757,3880.738731,26,33,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1450,1450,0.757,3880.738731,20,49,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1450,1450,0.757,3880.738731,20,49,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1450,1450,0.757,3880.738731,14,54,1,5.231950503,4969,21,0.8,0,6533700
funded,1,900,900,0.757,3880.738731,14,36,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1725,1725,0.757,3880.738731,20,59,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1450,1450,0.757,3880.738731,14,43,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1300,1300,0.757,3880.738731,14,28,1,5.231950503,4969,21,0.8,0,6533700
funded,1,1150,1150,0.757,3880.738731,20,43,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1450,1450,0.757,3880.738731,20,45,1,5.231950503,4969,21,0.8,0,6533700
expired,0,700,975,0.757,3880.738731,14,20,0,5.231950503,4969,21,0.8,0,6533700
expired,0,800,1150,0.757,3880.738731,20,23,0,5.231950503,4969,21,0.8,0,6533700
expired,0,400,1150,0.757,3880.738731,20,12,0,5.231950503,4969,21,0.8,0,6533700
expired,0,825,1150,0.757,3880.738731,20,31,0,5.231950503,4969,21,0.8,0,6533700
expired,0,800,1150,0.757,3880.738731,17,26,0,5.231950503,4969,21,0.8,0,6533700
expired,0,475,1150,0.757,3880.738731,17,18,0,5.231950503,4969,21,0.8,0,6533700
expired,0,1150,1625,0.757,3880.738731,20,16,1,5.231950503,4969,21,0.8,0,6533700
expired,0,700,1150,0.757,3880.738731,20,16,0,5.231950503,4969,21,0.8,0,6533700
expired,0,700,1150,0.757,3880.738731,26,19,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1550,1550,0.757,3880.738731,20,29,1,5.231950503,4969,21,0.8,0,6533700
funded,1,775,775,0.757,3880.738731,20,25,0,5.231950503,4969,21,0.8,0,6533700
funded,1,750,750,0.757,3880.738731,20,27,0,5.231950503,4969,21,0.8,0,6533700
funded,1,775,775,0.757,3880.738731,20,17,0,5.231950503,4969,21,0.8,0,6533700
funded,1,800,800,0.757,3880.738731,20,22,0,5.231950503,4969,21,0.8,0,6533700
funded,1,750,750,0.757,3880.738731,20,29,0,5.231950503,4969,21,0.8,0,6533700
funded,1,775,775,0.757,3880.738731,14,25,0,5.231950503,4969,21,0.8,0,6533700
funded,1,800,800,0.757,3880.738731,20,29,0,5.231950503,4969,21,0.8,0,6533700
funded,1,775,775,0.757,3880.738731,14,12,0,5.231950503,4969,21,0.8,0,6533700
funded,1,1450,1450,0.757,3880.738731,20,48,1,5.231950503,4969,21,0.8,0,6533700
funded,1,775,775,0.757,3880.738731,20,12,0,5.231950503,4969,21,0.8,0,6533700
funded,1,825,825,0.757,3880.738731,20,10,0,5.231950503,4969,21,0.8,0,6533700
funded,1,775,775,0.757,3880.738731,20,31,0,5.231950503,4969,21,0.8,0,6533700
funded,1,775,775,0.757,3880.738731,14,31,0,5.231950503,4969,21,0.8,0,6533700
funded,1,750,750,0.757,3880.738731,20,23,0,5.231950503,4969,21,0.8,0,6533700
expired,0,325,800,0.757,3880.738731,20,13,0,5.231950503,4969,21,0.8,0,6533700
expired,0,375,750,0.757,3880.738731,20,15,0,5.231950503,4969,21,0.8,0,6533700
expired,0,275,800,0.757,3880.738731,20,11,0,5.231950503,4969,21,0.8,0,6533700
funded,1,4450,4450,0.538,878.4033712,5,70,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,1750,1750,0.538,878.4033712,8,62,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,2900,2900,0.538,878.4033712,6,54,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,3625,3625,0.538,878.4033712,5,56,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,1850,1850,0.538,878.4033712,5,22,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2200,2200,0.538,878.4033712,8,73,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,4800,4800,0.538,878.4033712,6,153,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2425,2425,0.538,878.4033712,9,65,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,3325,3325,0.538,878.4033712,10,103,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,4575,4575,0.538,878.4033712,7,157,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,4125,4125,0.538,878.4033712,6,102,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,4300,4300,0.538,878.4033712,8,116,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,3450,3450,0.538,878.4033712,6,82,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,1525,1525,0.538,878.4033712,8,44,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2225,2225,0.538,878.4033712,7,81,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,3875,3875,0.538,878.4033712,7,104,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,5000,5000,0.538,878.4033712,10,177,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2325,2325,0.538,878.4033712,8,64,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,2850,2850,0.538,878.4033712,7,103,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,5450,5450,0.538,878.4033712,6,167,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,4700,4700,0.538,878.4033712,6,107,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,3000,3000,0.538,878.4033712,7,88,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,3300,3300,0.538,878.4033712,6,94,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,1375,1375,0.538,878.4033712,9,45,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,1525,1525,0.538,878.4033712,8,47,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,5575,5575,0.538,878.4033712,8,201,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2900,2900,0.538,878.4033712,7,99,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2800,2800,0.538,878.4033712,8,66,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,4025,4025,0.538,878.4033712,5,143,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,2975,2975,0.538,878.4033712,8,88,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,3450,3450,0.538,878.4033712,7,114,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,3700,3700,0.538,878.4033712,6,68,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2025,2025,0.538,878.4033712,8,32,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2675,2675,0.538,878.4033712,7,78,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,3425,3425,0.538,878.4033712,6,88,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2825,2825,0.538,878.4033712,5,91,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,5025,5025,0.538,878.4033712,13,180,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,3800,3800,0.538,878.4033712,6,87,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,3100,3100,0.538,878.4033712,8,104,1,0.866282874,12096,67,-12.9,2,15307425
expired,0,2825,3100,0.538,878.4033712,10,98,0,0.866282874,12096,67,-12.9,2,15307425
expired,0,2350,3725,0.538,878.4033712,10,39,0,0.866282874,12096,67,-12.9,2,15307425
expired,0,2650,3825,0.538,878.4033712,13,56,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,1275,1275,0.538,878.4033712,8,32,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,2025,2025,0.538,878.4033712,8,55,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,700,700,0.538,878.4033712,8,25,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,3025,3025,0.538,878.4033712,9,67,1,0.866282874,12096,67,-12.9,2,15307425
funded,1,3550,3550,0.538,878.4033712,7,5,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,1575,1575,0.538,878.4033712,9,42,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,3400,3400,0.538,878.4033712,8,80,0,0.866282874,12096,67,-12.9,2,15307425
funded,1,2000,2000,0.538,878.4033712,8,71,1,0.866282874,12096,67,-12.9,2,15307425
